id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q102432,Carl-August Fleischhauer,male,1930-12-09,11,2005-09-04,11,"Premier Lubbers (r) ontvangt op Catshuis VN-secr.-gen. Perez de Cuellar (l) en o, Bestanddeelnr 934-3071 (cropped).jpg",Carl-August Fleischhauer
Q110812967,Csaba Kőrösi,male,1958,9,,,2022 Abertura do Debate Geral da 77ª Sessão da Assembleia Geral das Nações Unidas (AGNU) 01.jpg,Csaba Kőrösi
Q11475282,Yuji Iwasawa,male,1954-06-04,11,,,Yuji Iwasawa cropped 3 Yuji Iwasawa and Yoko Kamikawa 20180627.png,Yuji Iwasawa
Q1158102,Dalveer Bhandari,male,1947-10-01,11,,,Justice Dalveer Bhandari felicitated (cropped).jpg,Dalveer Bhandari
Q123823,Joseph Deiss,male,1946-01-18,11,,,Joseph Deiss.jpg,Joseph Deiss
Q1253,Ban Ki-moon,male,1944-06-13,11,,,Ban Ki-moon 1-2.jpg,Ban Ki-moon
Q1254,Kofi Annan,male,1938-04-08,11,2018-08-18,11,Kofi Annan 2012 (cropped).jpg,Kofi Annan
Q1304283,Patrick Lipton Robinson,male,1944-01-29,11,,,Patrick L Robinson.jpg,Patrick Lipton Robinson
Q1348577,Peter Tomka,male,1956-06-01,11,,,,Peter Tomka
Q1397396,Jan Kavan,male,1946-10-17,11,,,"Jan Kavan, IEIS conference «Russia and the EU the question of trust»-104.jpg",Jan Kavan
Q1398046,Mohammed Bedjaoui,male,1929-09-21,11,,,,Mohammed Bedjaoui
Q1525457,Giorgio Gaja,male,1939-12-07,11,,,,Giorgio Gaja
Q1537405,Gonzalo Parra-Aranguren,male,1928-12-05,11,2016-12-03,11,,Gonzalo Parra-Aranguren
Q15924670,Jean-Pierre Lacroix,male,1960-05-02,11,,,Jean-Pierre Lacroix - 2018 (cropped).jpg,Jean-Pierre Lacroix (diplomat)
Q1680223,James Crawford,male,1948-11-14,11,2021-05-31,11,,James Crawford (jurist)
Q1690742,Joan Donoghue,female,1957-12-12,11,,,Joan E. Donoghue.jpg,Joan Donoghue
Q1711917,Julia Sebutinde,female,1954-02-28,11,,,Julia Sebutinde (2013).jpg,Julia Sebutinde
Q18686248,Cristina Gallach,female,1960-04-01,11,,,(Cristina Gallach) 140319-sanchez-cultura12 (cropped).jpg,Cristina Gallach
Q1937560,Mogens Lykketoft,male,1946-01-09,11,,,Mogens Lykketoft-2011-09-03.jpg,Mogens Lykketoft
Q1942571,Mohamed Bennouna,male,1943-04-29,11,,,,Mohamed Bennouna
Q2228538,Sayeman Bula Bula,male,1950-08-31,11,,,,
Q246919,Vladlen Stepanovich Vereshchetin,male,1932-01-08,11,,,Vladimir Putin in the Netherlands 2 November 2005-17.jpg,
Q265445,Christopher Greenwood,male,1955-05-12,11,,,Sir Christopher Greenwood - Flickr image 4397409719.jpg,Christopher Greenwood
Q273324,Harri Holkeri,male,1937-01-06,11,2011-08-07,11,Holkeri.jpg,Harri Holkeri
Q273691,Rosalyn Higgins,female,1937-06-02,11,,,Rosalyn Higgins (cropped).jpg,"Rosalyn Higgins, Baroness Higgins"
Q2898334,Bernard Miyet,male,1946-12-16,11,,,Bernard Miyet.jpg,Bernard Miyet
Q301511,Raymond Ranjeva,male,1942-08-31,11,,,Raymond Ranjeva (2006).jpg,Raymond Ranjeva
Q30558371,Tijjani Muhammad-Bande,male,1957-12-07,11,,,Tijjani Muhammad-Bande (48791461812) (cropped).jpg,Tijjani Muhammad-Bande
Q311440,António Guterres,male,1949-04-30,11,,,"António Guterres, 9th Secretary-General of the United Nations.jpg",António Guterres
Q317113,Abdul Koroma,male,1943-09-29,11,,,,Abdul Koroma
Q317864,Abdulqawi Yusuf,male,1948-09-12,11,,,,Abdulqawi Yusuf
Q320753,Gilbert Guillaume,male,1930-12-04,11,,,,Gilbert Guillaume
Q329858,Leonid Skotnikov,male,1951-03-26,11,,,,Leonid Skotnikov
Q3310864,Michel Sidibé,male,1952,9,,,Michel Sidibé UNDP 2009.jpg,Michel Sidibé
Q336213,"Mark Malloch Brown, Baron Malloch-Brown",male,1953-09-16,11,,,Mark Malloch Brown 080701-F-1644L-048.jpg,Mark Malloch Brown
Q382775,Ronny Abraham,male,1951-09-05,11,,,Ronny Abraham (2013).jpg,Ronny Abraham
Q4134668,Kirill Gevorgian,male,1953-04-08,11,,,,Kirill Gevorgian
Q432850,Shigeru Oda,male,1924-10-22,11,,,Shigeru Oda cropped Shigeru Oda 19941212.jpg,Shigeru Oda
Q436024,Francisco Rezek,male,1944-01-18,11,,,Rezek2006.jpg,Francisco Rezek
Q437150,Louise Fréchette,female,1946-07-16,11,,,Louise Fréchette.JPG,Louise Fréchette
Q441349,Awn Shawkat Al-Khasawneh,male,1950-02-22,11,,,Awn Shawkat Al Khasawneh - World Economic Forum Annual Meeting 2012.jpg,Awn Al-Khasawneh
Q456346,Nabil Elaraby,male,1935-03-15,11,,,Nabil El-Araby.jpg,Nabil Elaraby
Q460904,María Fernanda Espinosa,female,1964-09-07,11,,,Entrevista de Canciller María Fernanda Espinosa (36388035054) (cropped).jpg,María Fernanda Espinosa
Q461710,Asha-Rose Migiro,female,1956-07-09,11,,,Asha-Rose Migiro cropped.jpg,Asha-Rose Migiro
Q4665893,Abdulla Shahid,male,1962-05-26,11,,,Abdulla Shahid April 2021.png,Abdulla Shahid
Q467905,Miroslav Lajčák,male,1963-03-20,11,,,M-Lajcak.jpg,Miroslav Lajčák
Q4746340,Amina J. Mohammed,female,1961-06-27,11,,,Amina J. Mohammed in London - 2018 (41824822362) (cropped).jpg,Amina J. Mohammed
Q481465,Pieter Kooijmans,male,1933-07-06,11,2013-02-13,11,Peter Kooijmans.jpg,Pieter Kooijmans
Q523850,Xue Hanqin,female,1955-09-15,11,,,Xue Hanqin (2013).jpg,Xue Hanqin
Q549955,Jan Eliasson,male,1940-09-17,11,,,Jan Eliasson at Tällberg Forum 2009 cropped.jpg,Jan Eliasson
Q5760919,Hilary Charlesworth,female,1955-02-28,11,,,,Hilary Charlesworth
Q58240,Sam Kutesa,male,1949-02-01,11,,,Sam Kutesa - 2018 (32521275868) (cropped).jpg,Sam Kutesa
Q611793,Antônio Augusto Cançado Trindade,male,1947-09-17,11,2022-05-29,11,Antônio Augusto Cançado Trindade.jpg,Antônio Augusto Cançado Trindade
Q638463,Nawaf Salam,male,1953-12-15,11,,,,Nawaf Salam
Q644656,Thomas Buergenthal,male,1934-05-11,11,,,Thomas Buergenthal.jpg,Thomas Buergenthal
Q654433,Theo-Ben Gurirab,male,1939-01-23,11,2018-07-14,11,Theo-Ben Gurirab (cropped) 02.jpg,Theo-Ben Gurirab
Q659792,Shi Jiuyong,male,1926-10-09,11,2022-01-18,11,Shi Jiuyong 2005.jpg,Shi Jiuyong
Q690405,Srgjan Kerim,male,1948-12-12,11,,,Srgjan Kerim.jpg,Srgjan Kerim
Q701990,Hisashi Owada,male,1932-09-18,11,,,Hisashi Owada 2005.jpg,Hisashi Owada
Q722579,Vuk Jeremić,male,1975-07-03,11,,,Jeremic Vuk.jpg,Vuk Jeremić
Q739091,Géza Herczegh,male,1928-10-17,11,2010-01-11,11,,Géza Herczegh
Q741091,Christopher Weeramantry,male,1926-11-17,11,2017-01-05,11,Weeramantry.jpg,Christopher Weeramantry
Q75710,Bruno Simma,male,1941-03-29,11,,,,Bruno Simma
Q7940222,Volkan Bozkır,male,1950-11-22,11,,,Volkan Bozkır April 2016 (26358127551) (cropped).jpg,Volkan Bozkır
Q823046,Bernardo Sepúlveda Amor,male,1941-12-14,11,,,Bernardo sepulveda.jpg,Bernardo Sepúlveda Amor
Q928833,Stephen M. Schwebel,male,1929-03-10,11,,,Stephen Myron Schwebel.jpg,Stephen M. Schwebel
Q991547,Kenneth Keith,male,1937-11-19,11,,,Kenneth Keith ONZ 2007 (cropped).jpg,Kenneth Keith
